questionsAnswered,correct answers,timeSpent,halfCorrect,reversed,questionsSkipped,answerChanges,flaggedQuestions,label
19,19,14.66,0,0,20,6,0,très faible
18,0,15.95,0,2,19,0,5,très faible
21,0,24.92,9,0,14,4,4,très faible
32,28,19.07,1,2,2,1,2,moyen
35,20,12.72,6,2,14,5,0,faible
23,5,15.41,2,1,12,4,0,très faible
38,22,21.69,4,2,19,4,0,faible
10,7,22.67,1,0,17,0,1,très faible
32,19,18.95,1,4,6,4,3,faible
17,16,17.06,0,1,20,1,1,très faible
20,2,20.45,0,2,12,3,5,très faible
27,25,19.52,0,0,1,1,1,faible
41,22,20.15,9,1,14,1,3,faible
26,21,21.83,0,2,20,6,4,faible
22,22,14.79,0,0,14,3,0,faible
33,22,19.37,1,0,15,1,4,moyen
34,11,16.82,10,4,11,2,1,très faible
10,7,18.49,3,0,12,1,5,très faible
18,16,17.69,1,0,9,4,3,très faible
37,34,24.2,0,2,7,2,4,fort
26,18,17.18,2,5,12,4,4,faible
43,9,22.82,2,1,13,6,4,très faible
19,8,15.56,7,0,14,5,4,très faible
30,20,22.9,6,1,6,6,5,moyen
43,41,17.16,2,0,13,5,1,fort
16,11,18.54,2,0,1,6,3,très faible
13,7,22.68,0,4,1,3,4,très faible
42,32,18.69,7,2,15,1,3,moyen
40,17,16.95,10,3,8,2,5,faible
39,37,22.87,0,1,18,6,4,fort
18,2,21.34,10,4,3,3,1,très faible
27,12,21.09,6,5,3,6,1,faible
38,6,17.78,10,0,6,3,2,très faible
41,24,23.1,1,2,4,0,4,faible
12,8,15.44,2,1,17,6,5,très faible
12,5,21.18,5,2,4,4,2,très faible
10,6,18.87,0,3,19,3,0,très faible
42,12,16.57,10,4,16,4,1,très faible
20,20,14.19,0,0,10,1,5,faible
28,27,15.04,1,0,16,3,5,faible
41,9,13.02,3,3,5,3,4,très faible
39,10,14.41,5,1,20,4,4,très faible
39,8,12.69,0,5,2,3,4,très faible
29,0,18.86,10,5,18,5,2,très faible
20,3,22.25,1,4,8,0,3,très faible
43,38,15.43,5,0,20,6,5,moyen
31,5,24.59,8,0,4,6,4,très faible
32,12,12.32,3,0,4,5,1,très faible
37,34,23.59,2,0,2,1,3,fort
13,2,16.43,1,1,8,6,4,très faible
34,15,20.09,0,2,8,5,3,faible
18,2,19.12,6,1,5,3,3,très faible
22,11,12.25,2,1,7,2,4,faible
15,1,22.59,8,1,11,1,3,très faible
28,1,22.97,7,0,18,3,1,très faible
34,34,24.45,0,0,2,6,1,fort
40,26,13.94,9,0,3,0,2,moyen
27,19,13.69,4,2,2,5,2,faible
16,4,23.04,1,2,8,2,2,très faible
27,2,19.6,6,3,7,1,5,très faible
15,0,14.35,10,0,1,6,4,très faible
20,18,24.93,2,0,2,1,1,faible
41,34,21.52,6,1,3,2,5,moyen
33,3,20.29,0,0,18,0,0,très faible
42,32,13.32,6,1,2,1,0,moyen
26,6,12.09,5,0,18,6,2,très faible
33,5,12.64,10,2,8,1,0,très faible
23,9,17.5,6,1,16,5,4,très faible
21,4,14.16,10,5,8,0,4,très faible
11,4,24.31,6,0,10,3,0,très faible
15,9,12.32,5,0,17,1,4,très faible
13,1,17.9,10,2,13,5,1,très faible
21,0,24.76,2,2,8,6,0,très faible
20,7,13.93,9,0,5,4,2,très faible
39,21,13.79,7,5,6,5,5,faible
37,0,21.81,2,2,7,1,5,très faible
10,5,20.6,0,0,15,0,3,très faible
11,5,19.24,5,1,20,5,4,très faible
14,0,18.43,0,3,18,6,3,très faible
43,42,13.22,1,0,20,6,0,fort
36,4,24.71,0,2,19,0,1,très faible
40,22,21.34,7,0,10,3,2,faible
42,38,21.81,0,4,17,5,2,moyen
27,6,14.41,5,4,20,4,5,très faible
11,8,14.06,0,1,1,6,3,très faible
11,6,20.7,1,0,0,6,2,très faible
10,4,23.26,3,1,2,4,5,très faible
44,44,17.81,0,0,13,1,4,très fort
19,5,14.41,9,0,10,5,1,très faible
23,15,19.2,2,2,5,3,5,faible
22,6,22.13,8,1,2,3,4,très faible
33,31,17.15,1,0,14,1,0,fort
24,20,12.31,2,0,19,3,0,faible
27,11,22.33,5,2,20,2,5,faible
34,17,20.76,0,3,0,0,4,faible
33,17,13.29,8,5,11,5,5,faible
30,1,21.12,7,4,2,2,0,très faible
27,24,19.51,1,1,0,4,5,faible
44,17,15.29,3,5,15,5,1,très faible
36,4,21.52,8,1,13,4,3,très faible
19,19,16.41,0,0,1,1,2,très faible
22,9,16.87,6,2,19,3,2,faible
18,7,22.74,0,2,11,1,5,très faible
39,30,17.03,6,1,3,1,2,moyen
32,3,17.46,1,5,12,4,5,très faible
11,3,15.53,6,0,2,3,1,très faible
21,7,18.97,1,3,2,5,4,très faible
41,10,16.91,2,4,2,2,3,très faible
22,12,23.28,5,2,9,6,2,faible
22,14,20.37,4,2,19,2,0,faible
28,27,14.11,0,1,13,3,3,faible
34,3,21.01,3,3,6,3,2,très faible
18,6,13.4,2,3,20,6,0,très faible
15,2,16.44,1,4,5,3,4,très faible
39,32,22.07,3,0,4,1,3,moyen
41,41,18.78,0,0,5,3,0,très fort
42,26,23.62,8,0,8,0,5,moyen
22,10,14.41,9,3,15,5,5,faible
10,9,14.74,0,1,5,2,5,très faible
18,12,16.1,1,1,8,1,5,très faible
16,0,13.04,6,3,8,2,5,très faible
12,7,18.35,4,1,3,5,0,très faible
21,7,16.37,9,2,7,2,2,très faible
42,7,17.95,7,0,14,5,4,très faible
18,14,21.24,4,0,14,1,1,très faible
35,0,21.39,1,1,8,5,4,très faible
32,6,22.68,4,2,3,5,0,très faible
40,10,18.59,5,3,17,6,3,très faible
29,2,14.76,3,1,4,5,1,très faible
24,21,21.86,2,0,12,2,3,faible
28,28,23.55,0,0,2,4,4,faible
28,19,19.88,9,0,12,6,3,faible
29,9,20.83,3,2,15,6,1,très faible
37,11,15.41,8,3,7,2,4,très faible
38,28,17.22,3,4,0,3,4,moyen
18,0,15.04,3,3,2,0,1,très faible
10,6,22.2,0,1,1,6,2,très faible
39,12,19.68,10,3,9,1,5,très faible
30,12,14.9,6,3,2,6,4,faible
34,22,17.53,7,3,3,4,3,moyen
31,7,20.52,3,1,6,2,0,très faible
16,1,12.0,10,0,5,1,3,très faible
15,4,19.74,1,3,15,0,2,très faible
26,25,13.12,0,1,0,2,2,faible
41,16,19.73,0,2,9,3,0,très faible
19,17,16.97,1,1,20,0,1,très faible
16,4,19.5,2,5,2,5,5,très faible
16,15,23.8,1,0,8,5,1,très faible
31,13,22.4,7,5,18,1,2,faible
37,27,18.65,0,1,9,4,1,moyen
43,24,17.33,8,1,5,4,5,faible
30,19,22.55,10,0,4,5,0,moyen
40,15,20.7,7,1,14,3,3,très faible
27,0,16.61,7,5,17,0,0,très faible
15,15,24.12,0,0,18,6,3,très faible
23,7,20.96,3,2,5,6,1,très faible
43,41,12.23,0,0,11,6,5,très fort
23,19,13.44,2,1,4,0,4,faible
42,1,24.54,0,3,3,1,1,très faible
12,9,13.13,2,0,2,5,1,très faible
22,9,16.89,2,3,2,3,1,faible
26,17,22.68,7,2,6,5,2,faible
30,14,14.01,2,4,19,3,1,faible
33,2,14.74,1,0,11,5,5,très faible
35,21,16.4,7,5,16,6,2,moyen
41,20,15.28,8,1,20,1,5,faible
41,32,21.45,2,4,0,0,2,moyen
15,0,22.81,7,5,7,0,5,très faible
37,7,18.13,4,3,18,1,5,très faible
18,4,16.85,4,0,12,1,0,très faible
43,39,19.96,4,0,12,1,4,moyen
40,36,24.03,3,1,10,4,4,moyen
38,32,15.25,6,0,7,3,1,moyen
39,7,15.31,6,1,6,3,1,très faible
19,13,22.28,6,0,12,6,2,très faible
28,23,23.84,3,2,10,1,3,faible
21,0,17.07,8,5,6,3,0,très faible
18,10,24.36,4,2,18,6,1,très faible
32,31,13.47,0,1,6,3,1,moyen
23,21,19.07,1,1,9,0,2,faible
23,18,23.23,3,0,10,6,2,faible
32,4,20.94,10,5,12,0,5,très faible
32,9,24.72,5,0,1,5,0,très faible
18,9,22.57,9,0,15,0,4,très faible
30,4,17.3,5,4,5,2,0,très faible
41,22,17.98,9,3,17,0,2,faible
36,15,15.16,7,0,11,0,0,faible
22,13,17.84,4,2,19,2,3,faible
39,32,16.9,2,4,1,5,0,moyen
37,19,17.11,2,4,12,0,1,faible
10,5,16.49,2,1,9,5,5,très faible
17,4,24.26,1,4,14,2,0,très faible
27,21,22.14,4,1,13,0,0,faible
26,1,18.82,9,5,14,4,5,très faible
10,0,16.17,10,0,5,2,5,très faible
13,0,19.79,6,3,0,6,3,très faible
36,12,18.08,0,3,9,2,1,très faible
41,39,12.35,1,1,10,3,5,fort
22,18,15.81,0,0,3,1,1,faible
39,20,21.89,6,4,19,4,2,faible
25,24,20.24,1,0,8,2,3,faible
41,23,14.0,1,5,19,5,1,faible
21,8,23.56,1,0,5,3,4,très faible
30,11,21.63,5,2,6,4,4,très faible
16,16,18.42,0,0,2,1,5,très faible
28,26,21.7,0,1,2,3,5,faible
35,20,16.64,5,5,17,2,0,faible
23,10,23.87,8,1,10,0,1,faible
29,14,12.1,2,0,6,1,3,faible
20,18,12.8,1,1,1,5,5,faible
18,13,20.18,4,1,1,3,2,très faible
29,12,24.12,5,3,1,4,2,faible
15,12,23.73,0,3,14,2,5,très faible
10,4,22.83,1,5,2,5,5,très faible
33,21,19.3,3,3,18,0,0,moyen
33,10,22.97,9,5,0,2,1,très faible
16,13,21.28,0,3,3,1,4,très faible
10,5,23.23,4,1,2,6,2,très faible
40,17,23.29,7,5,20,4,4,faible
33,3,18.19,6,5,13,5,0,très faible
30,8,19.5,1,3,17,4,2,très faible
41,14,16.22,9,0,10,1,1,très faible
25,20,16.07,5,0,1,2,3,faible
37,31,15.01,5,1,2,6,2,moyen
16,4,16.89,6,4,6,0,3,très faible
12,3,23.19,5,3,7,0,5,très faible
20,4,16.7,7,5,8,5,1,très faible
32,26,24.71,2,2,13,3,3,moyen
39,2,21.17,5,1,20,6,1,très faible
32,10,21.37,3,3,9,1,1,très faible
12,4,13.09,6,0,19,2,4,très faible
13,8,21.45,3,1,8,0,2,très faible
14,5,16.38,4,5,10,4,4,très faible
28,11,22.64,1,5,16,2,0,très faible
16,15,21.05,1,0,3,0,1,très faible
43,6,17.61,2,2,2,0,5,très faible
41,36,23.39,4,0,1,3,1,moyen
43,1,21.4,9,0,0,2,0,très faible
41,41,24.64,0,0,12,2,4,fort
43,16,17.41,4,4,2,2,3,très faible
31,18,21.48,2,1,6,1,1,faible
43,15,24.22,3,1,12,5,5,très faible
16,5,17.21,8,3,15,1,4,très faible
18,8,15.28,0,1,7,5,5,très faible
23,1,12.97,10,1,8,6,2,très faible
41,18,22.51,4,2,17,1,5,faible
33,31,23.65,1,0,5,3,4,fort
35,29,21.04,5,0,17,6,5,moyen
25,16,23.46,1,4,17,2,2,faible
32,23,14.18,9,0,4,2,0,moyen
24,0,22.83,1,4,8,0,0,très faible
27,4,20.23,9,4,7,2,5,très faible
19,16,17.51,2,0,10,5,1,très faible
40,36,21.74,3,1,16,6,5,moyen
17,3,17.7,0,4,13,1,2,très faible
43,29,15.36,5,1,17,5,2,moyen
33,15,23.41,9,2,3,6,0,faible
10,1,13.24,2,2,20,4,3,très faible
13,0,15.29,2,0,7,5,2,très faible
36,13,16.42,3,2,5,1,2,très faible
22,2,17.7,0,1,4,3,2,très faible
12,11,15.75,1,0,18,0,0,très faible
15,1,23.94,0,2,9,6,4,très faible
42,23,14.49,3,2,8,1,5,faible
18,15,16.4,3,0,5,1,4,très faible
36,35,20.7,1,0,19,1,4,fort
44,27,16.62,3,1,13,5,1,moyen
23,18,16.6,4,0,14,4,5,faible
30,3,12.98,3,0,12,3,0,très faible
27,21,13.43,1,1,18,1,3,faible
13,4,19.83,4,3,14,6,4,très faible
42,18,21.72,5,1,12,0,2,faible
21,18,24.42,1,1,6,3,1,faible
24,3,23.79,3,1,16,2,1,très faible
25,20,19.17,2,0,8,4,2,faible
19,15,23.62,2,2,10,5,3,très faible
36,2,16.38,0,0,9,1,5,très faible
37,9,18.03,7,4,5,5,5,très faible
22,12,21.53,10,0,4,0,0,faible
21,16,15.23,1,4,9,6,0,faible
20,1,22.14,9,5,1,4,3,très faible
18,15,17.43,0,1,16,2,2,très faible
25,5,23.7,8,2,17,2,1,très faible
31,2,23.09,1,0,0,4,1,très faible
28,13,23.79,6,0,1,5,5,faible
21,1,22.74,0,3,16,6,3,très faible
14,4,19.22,0,1,1,5,1,très faible
15,6,14.13,1,0,6,6,1,très faible
16,16,19.74,0,0,9,3,3,très faible
37,30,15.63,1,1,12,2,1,moyen
16,13,15.46,0,2,4,0,4,très faible
33,5,14.34,7,1,17,5,4,très faible
29,5,18.94,9,2,12,3,2,très faible
37,25,15.81,7,4,2,5,5,moyen
16,8,13.91,1,3,16,4,3,très faible
40,36,20.13,0,4,14,2,1,moyen
19,6,12.02,3,4,14,3,0,très faible
26,0,14.55,5,5,17,4,5,très faible
14,8,12.29,1,3,4,6,5,très faible
27,10,14.39,0,1,14,1,1,très faible
42,36,12.42,0,0,6,4,3,fort
24,21,21.38,3,0,11,1,2,faible
15,0,12.98,4,4,11,5,1,très faible
14,1,17.18,2,0,2,6,0,très faible
41,24,18.57,0,3,11,5,2,faible
27,18,17.66,8,1,13,4,2,faible
39,5,21.68,0,2,6,6,0,très faible
32,5,23.06,8,0,5,0,3,très faible
38,4,13.72,9,0,14,5,3,très faible
18,18,13.0,0,0,13,0,4,très faible
38,12,23.26,5,0,13,1,3,très faible
25,24,22.07,1,0,19,0,3,faible
12,5,20.78,0,4,19,5,4,très faible
17,12,14.86,2,0,20,2,5,très faible
40,8,14.3,8,3,13,4,2,très faible
10,0,21.87,8,1,0,1,1,très faible
20,8,21.26,5,3,1,1,3,faible
17,2,20.52,3,2,7,5,3,très faible
41,6,19.15,6,4,16,1,2,très faible
13,6,23.53,3,4,5,0,1,très faible
14,0,24.81,1,1,9,3,4,très faible
33,24,21.89,6,1,8,2,3,moyen
24,18,24.35,0,0,11,6,4,faible
14,3,21.79,8,2,0,3,1,très faible
18,9,12.6,3,1,12,2,5,très faible
16,3,24.43,6,3,0,2,5,très faible
29,20,24.53,5,2,8,6,3,moyen
12,4,12.27,4,2,19,0,0,très faible
29,15,17.13,9,3,13,2,2,faible
32,23,15.8,2,5,19,0,3,moyen
37,26,19.64,9,1,11,0,1,moyen
34,8,23.26,1,0,12,2,3,très faible
36,7,18.57,10,3,15,1,2,très faible
27,27,12.13,0,0,3,2,2,faible
33,30,18.82,1,1,14,0,3,fort
23,18,15.69,0,4,19,3,0,faible
22,8,15.41,0,2,13,5,0,très faible
43,12,24.33,0,2,9,2,4,très faible
36,21,24.08,6,3,17,4,2,faible
18,6,21.28,4,4,15,5,5,très faible
40,28,17.98,0,0,13,2,2,moyen
25,13,15.55,8,2,13,4,0,faible
10,10,12.08,0,0,18,4,0,très faible
14,13,19.93,0,1,10,1,0,très faible
42,8,18.16,1,2,17,3,3,très faible
11,9,16.59,0,1,14,3,3,très faible
31,31,14.9,0,0,12,4,5,moyen
23,14,23.67,4,1,4,5,2,faible
30,0,12.59,5,2,8,1,0,très faible
34,10,16.04,6,1,11,1,1,très faible
37,25,19.86,0,1,2,4,4,moyen
11,10,17.3,0,1,16,1,4,très faible
27,11,17.91,7,2,11,5,5,faible
22,17,23.3,3,2,4,1,0,faible
31,11,21.94,2,0,10,5,4,très faible
38,16,15.87,6,3,1,3,3,faible
37,2,14.18,9,3,17,5,1,très faible
20,5,23.83,6,1,12,4,1,très faible
37,6,21.84,7,2,13,3,1,très faible
14,5,20.3,1,0,16,5,4,très faible
36,1,22.56,4,2,7,5,4,très faible
34,4,13.53,4,3,7,1,4,très faible
28,5,12.92,3,0,2,2,4,très faible
36,29,24.49,6,1,5,5,5,moyen
10,3,13.49,3,4,0,2,3,très faible
39,21,16.65,2,5,18,4,1,faible
44,12,24.63,5,1,1,6,5,très faible
33,7,19.97,4,4,13,0,3,très faible
28,14,14.91,10,2,2,1,1,faible
39,5,20.4,9,2,1,2,4,très faible
14,4,20.95,3,3,7,0,0,très faible
44,26,14.36,9,1,13,0,2,faible
16,7,17.66,0,0,19,1,3,très faible
38,11,22.27,10,0,5,1,0,très faible
23,1,14.31,2,2,10,0,4,très faible
37,12,14.0,1,3,8,0,0,très faible
15,13,20.54,2,0,9,4,1,très faible
42,29,16.91,10,3,13,0,2,moyen
19,5,13.67,6,5,7,5,1,très faible
26,6,14.16,2,0,12,4,4,très faible
13,8,21.25,4,1,14,0,0,très faible
16,2,24.57,9,0,20,0,3,très faible
13,5,13.94,6,2,5,3,5,très faible
18,0,14.48,1,5,15,2,0,très faible
41,27,23.35,2,0,17,0,5,moyen
37,26,21.85,10,1,0,5,5,moyen
31,7,15.71,9,4,10,6,3,très faible
38,30,21.72,4,2,19,0,4,moyen
23,11,21.35,9,1,9,3,2,faible
41,0,14.56,5,3,7,4,3,très faible
21,5,17.11,8,0,8,4,2,très faible
19,8,15.47,9,2,13,4,4,très faible
42,39,22.79,2,1,4,5,0,fort
24,4,18.39,8,1,2,5,3,très faible
36,5,16.39,1,5,2,5,0,très faible
23,10,18.45,9,4,17,2,4,faible
36,3,13.27,8,3,2,6,2,très faible
20,1,20.81,10,5,7,4,2,très faible
25,24,24.98,0,1,10,1,3,faible
20,20,23.24,0,0,16,3,5,faible
22,1,15.55,3,0,6,0,0,très faible
11,6,23.94,0,3,9,1,0,très faible
35,28,20.43,5,2,15,1,3,moyen
14,5,13.51,3,4,13,2,3,très faible
11,7,16.03,1,3,18,1,1,très faible
26,22,17.56,1,1,2,5,2,faible
33,33,24.92,0,0,8,6,0,fort
33,9,18.53,10,0,10,5,4,très faible
33,8,17.02,6,2,9,5,3,très faible
15,4,18.34,0,1,8,2,3,très faible
41,25,22.3,9,5,3,1,3,moyen
29,4,16.07,9,3,18,2,3,très faible
33,20,21.32,0,2,2,4,0,moyen
27,10,12.83,6,1,9,2,3,très faible
18,15,12.15,3,0,11,6,0,très faible
20,2,14.48,7,1,2,6,1,très faible
10,6,12.78,1,2,1,6,5,très faible
25,19,18.22,5,0,9,1,2,faible
21,8,17.0,4,2,11,3,5,très faible
32,15,15.51,1,2,9,4,0,faible
43,43,22.04,0,0,12,1,3,fort
27,24,17.96,3,0,9,1,3,faible
22,22,16.2,0,0,5,5,0,faible
21,18,22.38,3,0,4,0,1,faible
29,9,19.52,7,1,0,5,2,très faible
37,21,14.0,8,5,19,2,2,faible
44,18,13.43,10,1,12,2,4,faible
19,9,19.7,7,3,5,4,1,très faible
16,0,24.89,7,1,15,4,5,très faible
29,1,13.87,7,0,10,4,5,très faible
21,20,13.89,0,1,1,5,3,faible
25,17,15.34,1,5,10,1,0,faible
16,10,16.97,2,0,15,6,3,très faible
41,5,19.42,5,0,5,0,2,très faible
42,41,13.01,0,0,17,4,4,très fort
28,18,23.99,9,0,17,1,4,faible
29,0,18.07,2,3,2,3,2,très faible
38,29,16.67,9,0,10,6,0,moyen
30,19,20.38,10,0,9,1,5,moyen
23,22,24.9,0,1,14,2,1,faible
18,1,17.67,7,1,12,2,1,très faible
16,9,14.36,6,0,7,2,1,très faible
13,2,17.69,9,2,11,2,4,très faible
22,1,12.25,9,5,4,0,3,très faible
29,19,19.61,2,0,1,5,0,moyen
29,20,16.94,7,1,20,5,2,moyen
10,1,24.54,3,1,15,0,0,très faible
23,13,16.54,8,0,0,1,3,faible
12,4,23.94,0,0,20,6,0,très faible
43,38,13.95,2,2,12,0,0,fort
10,1,22.77,1,0,17,2,2,très faible
23,11,15.4,4,3,16,4,5,faible
42,29,13.34,3,0,1,3,0,moyen
31,9,19.93,10,1,13,1,4,très faible
30,19,22.98,6,4,0,3,2,moyen
21,13,17.24,5,1,18,1,5,faible
44,9,19.34,9,1,18,0,0,très faible
39,39,19.75,0,0,16,0,0,très fort
26,25,18.04,1,0,16,0,0,faible
18,4,14.57,6,1,2,0,1,très faible
39,14,22.66,3,4,3,2,0,très faible
11,0,14.92,10,1,5,3,4,très faible
24,6,24.19,9,2,3,0,5,très faible
36,5,18.05,2,4,12,3,4,très faible
33,32,21.66,1,0,9,5,5,fort
25,17,14.04,5,0,13,4,3,faible
18,8,20.19,3,4,1,5,4,très faible
25,1,23.22,3,4,19,2,1,très faible
37,30,23.49,0,5,20,6,3,moyen
15,14,22.19,1,0,10,4,3,très faible
30,3,12.8,10,4,6,1,4,très faible
10,1,14.77,0,5,11,6,0,très faible
44,21,19.0,5,2,19,0,1,faible
30,23,20.62,5,0,9,0,2,moyen
34,3,19.73,9,3,4,1,2,très faible
24,7,19.6,8,0,7,4,1,très faible
43,27,15.69,4,0,19,2,1,moyen
34,3,21.29,1,3,7,1,4,très faible
20,14,16.65,2,2,17,1,2,faible
34,6,19.76,2,3,8,5,4,très faible
31,10,13.42,1,2,7,4,4,très faible
43,31,19.4,4,4,1,5,5,moyen
18,8,22.47,3,1,9,5,3,très faible
42,30,24.73,5,3,13,3,1,moyen
25,17,22.72,4,4,6,3,2,faible
17,12,24.45,3,1,7,3,3,très faible
17,9,13.79,2,3,1,6,5,très faible
34,15,24.21,3,1,19,6,0,faible
17,0,22.46,2,4,4,5,3,très faible
35,3,14.2,1,0,7,3,3,très faible
13,13,20.97,0,0,18,3,1,très faible
35,27,15.96,0,1,16,0,2,moyen
14,0,12.55,1,4,4,1,1,très faible
10,1,19.5,0,3,15,1,1,très faible
12,7,19.21,3,1,3,0,5,très faible
25,22,17.9,2,0,16,1,2,faible
44,10,15.73,2,5,13,6,5,très faible
38,26,18.01,4,5,7,0,4,moyen
28,6,20.99,10,2,19,5,1,très faible
37,6,22.96,10,3,18,0,3,très faible
14,12,12.24,1,0,19,6,0,très faible
39,0,22.41,6,5,0,5,2,très faible
29,3,24.46,10,3,12,5,0,très faible
27,12,24.15,8,4,16,6,1,faible
23,13,18.18,7,3,6,0,4,faible
17,15,21.43,1,1,7,5,2,très faible
17,3,17.39,2,4,12,1,4,très faible
12,10,19.04,2,0,12,5,2,très faible
39,27,23.71,3,5,10,0,3,moyen
21,0,13.26,10,5,6,4,3,très faible
40,21,14.49,8,5,1,1,3,faible
13,6,23.5,2,0,10,2,5,très faible
19,14,12.22,5,0,13,0,1,très faible
16,0,23.15,7,2,20,4,1,très faible
39,22,24.15,10,2,20,4,3,faible
38,6,18.36,10,2,17,4,0,très faible
27,11,14.7,10,3,9,6,5,faible
36,29,14.13,6,1,11,2,5,moyen
33,12,24.59,10,4,10,5,0,très faible
15,0,22.76,3,1,14,1,5,très faible
40,20,18.49,2,5,13,3,1,faible
11,4,14.48,2,2,20,4,2,très faible
33,32,13.39,1,0,3,4,3,fort
21,15,17.74,4,2,0,2,0,faible
33,6,24.94,9,4,16,2,3,très faible
21,9,17.84,8,0,15,1,4,faible
27,20,15.32,0,5,14,0,4,faible
33,4,19.56,6,3,1,6,3,très faible
39,38,15.54,1,0,12,2,5,fort
12,3,17.87,4,4,13,1,2,très faible
17,6,12.18,2,3,10,3,2,très faible
28,3,14.58,1,1,7,0,0,très faible
34,4,22.51,7,0,1,2,4,très faible
11,0,20.44,1,5,11,6,1,très faible
34,23,16.2,9,2,19,4,4,moyen
32,1,18.22,8,0,19,4,4,très faible
26,1,20.79,2,1,8,0,3,très faible
20,19,16.39,0,0,19,4,0,faible
21,16,20.12,4,1,4,4,1,faible
17,1,17.8,0,4,11,5,1,très faible
37,29,13.39,6,1,3,3,0,moyen
32,32,12.92,0,0,7,0,3,moyen
21,12,15.76,5,4,13,0,0,faible
21,7,15.41,10,2,20,6,3,très faible
37,35,20.57,0,0,12,1,1,fort
41,1,23.33,0,3,13,0,0,très faible
35,8,21.33,1,4,10,1,2,très faible
39,28,16.17,9,2,10,4,5,moyen
37,13,20.53,0,1,15,3,3,très faible
34,20,13.15,2,2,0,4,1,faible
41,27,21.94,8,4,2,0,2,moyen
17,0,15.91,3,4,8,3,1,très faible
22,5,16.96,4,5,7,0,1,très faible
44,0,15.47,2,1,3,1,1,très faible
29,15,20.47,3,2,13,5,3,faible
21,11,13.94,3,5,6,6,3,faible
36,9,20.01,6,3,3,5,0,très faible
31,20,23.51,7,2,3,4,2,moyen
17,1,18.07,10,3,19,6,4,très faible
29,28,20.19,1,0,6,2,3,moyen
42,17,15.99,7,4,1,4,0,faible
34,0,12.85,6,5,6,2,5,très faible
33,19,22.35,3,1,11,5,3,faible
15,15,21.5,0,0,9,2,5,très faible
20,4,16.25,6,4,7,0,1,très faible
35,31,12.28,1,0,18,2,4,fort
11,3,14.82,1,0,18,1,1,très faible
42,16,22.2,9,2,9,4,1,très faible
35,21,22.63,3,4,2,4,1,moyen
42,2,20.33,6,4,3,0,2,très faible
39,15,13.5,3,1,18,6,5,très faible
20,13,16.09,6,0,10,6,0,faible
24,14,16.32,10,0,11,1,0,faible
33,19,23.68,6,2,18,6,5,faible
13,1,16.8,6,0,14,0,2,très faible
12,0,15.11,4,1,12,0,5,très faible
27,8,15.33,9,3,12,4,5,très faible
43,40,20.17,2,0,3,6,1,fort
32,9,19.19,8,5,14,0,0,très faible
34,32,15.34,1,1,11,2,4,fort
36,21,15.77,1,2,2,2,1,faible
12,2,13.36,9,1,6,3,0,très faible
30,21,12.6,6,2,3,6,4,moyen
34,9,17.88,5,2,19,4,3,très faible
41,10,20.64,3,4,0,0,5,très faible
27,15,13.35,8,0,0,4,1,faible
27,24,12.91,3,0,6,0,1,faible
17,10,19.54,5,1,13,5,0,très faible
33,19,15.37,4,5,6,4,4,faible
22,20,20.5,0,2,5,0,4,faible
39,24,17.31,2,0,20,1,4,moyen
11,9,15.21,2,0,4,1,0,très faible
13,3,23.48,4,4,17,1,0,très faible
14,0,15.94,2,0,16,2,0,très faible
25,18,24.17,0,4,5,4,5,faible
22,9,17.62,8,5,12,3,0,faible
19,15,14.83,1,0,11,3,0,très faible
11,6,24.28,2,3,0,2,4,très faible
33,16,15.32,6,1,3,0,1,faible
17,4,19.89,5,1,19,4,2,très faible
18,8,22.1,9,1,19,2,3,très faible
33,10,13.44,6,2,1,0,1,très faible
20,3,23.19,8,4,8,1,2,très faible
36,15,24.69,1,0,20,4,2,faible
40,25,17.89,10,0,10,1,1,moyen
27,4,21.07,9,4,19,6,5,très faible
29,5,20.42,4,5,8,3,5,très faible
10,6,22.72,4,0,14,6,4,très faible
32,15,23.54,8,1,8,5,0,faible
25,9,22.8,2,3,15,4,5,très faible
44,22,23.56,9,0,10,2,2,faible
18,9,23.34,2,5,5,1,5,très faible
14,2,24.57,6,0,16,0,4,très faible
33,31,12.44,2,0,19,6,1,fort
36,22,23.2,4,0,9,1,1,moyen
35,8,12.18,9,5,11,0,2,très faible
12,10,13.74,1,0,6,0,3,très faible
19,3,18.52,8,0,10,3,3,très faible
30,14,16.59,4,1,7,1,1,faible
42,39,17.66,2,1,7,4,3,fort
36,35,19.82,1,0,11,0,4,fort
39,18,14.93,3,1,14,6,5,faible
10,5,16.25,4,0,13,0,3,très faible
39,1,22.56,2,4,3,0,0,très faible
21,4,14.87,10,0,11,6,5,très faible
34,15,19.27,0,5,7,5,3,faible
15,4,14.25,3,1,5,4,3,très faible
28,2,20.24,4,1,2,1,4,très faible
43,7,19.42,0,5,16,0,4,très faible
26,10,19.33,3,0,8,0,5,très faible
33,5,15.36,3,0,3,0,4,très faible
32,14,19.79,6,3,11,6,4,faible
23,10,21.35,1,2,17,2,1,faible
16,16,14.52,0,0,8,1,0,très faible
43,37,23.62,2,2,16,1,5,fort
20,14,18.7,2,4,0,4,2,faible
38,28,16.79,1,5,12,0,2,moyen
34,29,18.94,4,0,0,4,0,moyen
44,21,24.18,1,5,0,1,4,faible
14,0,21.69,9,3,8,4,2,très faible
31,0,22.48,5,0,5,2,2,très faible
23,20,17.28,1,1,16,0,3,faible
